"","date","cause","source","location","substance","volume","year_quarter"
"359","9/21/2006","Equipment Failure","pipeline","MIDNAPORE","water",1,3
"360","5/11/2009","Equipment Failure","pipeline","MIDNAPORE","oil",1,2
"361","12/30/2004","Equipment Failure","well","MIDNAPORE","water",1,4
"362","12/31/2004","Equipment Failure","well","MIDNAPORE","oil",1,4
"363","7/30/2004","Equipment Failure","pipeline","MIDNAPORE","oil",1,3
"364","6/9/2003","Equipment Failure","pipeline","MIDNAPORE","oil",1,2
"365","2/1/2005","Equipment Failure","pipeline","MIDNAPORE","oil",1,1
"366","7/25/2012","Equipment Failure","pipeline","MIDNAPORE","oil",1,3
"367","9/5/2007","Equipment Failure","pipeline","MIDNAPORE","gas",2,3
"368","12/4/2011","Equipment Failure","well","MIDNAPORE","oil",1,4
"369","3/24/2009","Equipment Failure","battery","MIDNAPORE","oil",1,1
"370","10/24/2011","Operator Error","battery","MIDNAPORE","oil",1,4
"371","4/17/2009","Equipment Failure","well","MIDNAPORE","water",2,2
"372","2/17/2005","Equipment Failure","battery","MIDNAPORE","oil",1,1
"373","5/14/2012","Equipment Failure","well","MIDNAPORE","oil",1,2
"374","6/3/2003","Equipment Failure","battery","MIDNAPORE","oil",1,2
"375","10/30/2005","Operator Error","pipeline","MIDNAPORE","gas",2,4
"376","1/7/2004","Equipment Failure","well","MIDNAPORE","oil",1,1
"377","8/28/2005","Equipment Failure","pipeline","MIDNAPORE","gas",2,3
"378","5/19/2005","Equipment Failure","well","MIDNAPORE","oil",1,2
"379","1/16/2012","Equipment Failure","well","MIDNAPORE","oil",1,1
"380","9/28/2009","Operator Error","well","MIDNAPORE","oil",1,3
"381","11/1/2003","Equipment Failure","well","MIDNAPORE","oil",1,4
"382","12/4/2007","Operator Error","well","MIDNAPORE","gas",2,4
"383","4/7/2009","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"384","5/1/2008","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"385","9/22/2008","Equipment Failure","pipeline","MEDICINE HAT","gas",2,3
"386","9/27/2012","Equipment Failure","pipeline","MEDICINE HAT","gas",2,3
"387","1/16/2012","Equipment Failure","pipeline","MEDICINE HAT","water",1,1
"388","12/18/2005","Equipment Failure","pipeline","MEDICINE HAT","gas",2,4
"389","2/25/2005","Equipment Failure","pipeline","MEDICINE HAT","gas",2,1
"390","4/3/2009","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"391","4/16/2011","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"392","2/25/2005","Equipment Failure","pipeline","MEDICINE HAT","gas",2,1
"393","9/10/2008","Equipment Failure","pipeline","MEDICINE HAT","gas",2,3
"394","4/8/2009","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"395","9/18/2008","Equipment Failure","pipeline","MEDICINE HAT","gas",2,3
"396","9/18/2008","Equipment Failure","pipeline","MEDICINE HAT","gas",2,3
"397","10/24/2005","Equipment Failure","battery","MEDICINE HAT","gas",2,4
"398","10/21/2012","Equipment Failure","well","MEDICINE HAT","gas",2,4
"399","1/17/2004","Equipment Failure","pipeline","MEDICINE HAT","water",2,1
"400","4/20/2003","Operator Error","battery","MEDICINE HAT","oil",1,2
"401","3/20/2009","Equipment Failure","pipeline","MEDICINE HAT","gas",2,1
"402","12/19/2007","Equipment Failure","pipeline","MEDICINE HAT","gas",2,4
"403","10/25/2005","Equipment Failure","pipeline","MEDICINE HAT","gas",2,4
"404","11/14/2006","Equipment Failure","pipeline","MEDICINE HAT","gas",2,4
"405","4/29/2009","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"406","12/23/2004","Equipment Failure","pipeline","MEDICINE HAT","gas",2,4
"407","6/24/2008","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"408","7/10/2012","Equipment Failure","pipeline","MEDICINE HAT","gas",2,3
"409","4/24/2003","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"410","10/22/2003","Equipment Failure","pipeline","MEDICINE HAT","gas",2,4
"411","10/17/2005","Equipment Failure","pipeline","MEDICINE HAT","gas",2,4
"412","5/13/2003","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"413","9/6/2003","Equipment Failure","pipeline","MEDICINE HAT","gas",2,3
"414","11/10/2010","Equipment Failure","pipeline","MEDICINE HAT","gas",2,4
"415","1/22/2003","Equipment Failure","pipeline","MEDICINE HAT","gas",2,1
"416","3/29/2004","Equipment Failure","pipeline","MEDICINE HAT","gas",2,1
"417","5/28/2004","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"418","7/24/2012","Equipment Failure","pipeline","MEDICINE HAT","gas",2,3
"419","4/16/2004","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"420","4/14/2011","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"421","5/20/2005","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"422","10/21/2004","Equipment Failure","pipeline","MEDICINE HAT","gas",2,4
"423","10/1/2012","Equipment Failure","pipeline","MEDICINE HAT","gas",2,4
"424","6/4/2004","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"425","8/17/2003","Equipment Failure","well","MEDICINE HAT","water",1,3
"426","4/28/2003","Equipment Failure","battery","MEDICINE HAT","oil",1,2
"427","12/5/2003","Equipment Failure","battery","MEDICINE HAT","oil",1,4
"428","2/28/2011","Equipment Failure","battery","MEDICINE HAT","oil",1,1
"429","11/19/2012","Equipment Failure","pipeline","MEDICINE HAT","water",2,4
"430","11/25/2005","Equipment Failure","pipeline","MEDICINE HAT","water",1,4
"431","12/2/2003","Equipment Failure","pipeline","MEDICINE HAT","oil",1,4
"432","5/6/2004","Operator Error","pipeline","MEDICINE HAT","oil",1,2
"433","4/7/2006","Equipment Failure","pipeline","MEDICINE HAT","water",1,2
"434","6/11/2009","Equipment Failure","well","MEDICINE HAT","oil",1,2
"435","5/9/2007","Equipment Failure","pipeline","MEDICINE HAT","oil",1,2
"436","8/7/2003","Equipment Failure","pipeline","MEDICINE HAT","oil",1,3
"437","6/5/2006","Equipment Failure","pipeline","MEDICINE HAT","oil",1,2
"438","5/13/2008","Equipment Failure","pipeline","MEDICINE HAT","water",1,2
"439","12/6/2009","Equipment Failure","well","MEDICINE HAT","oil",1,4
"440","8/20/2011","Equipment Failure","pipeline","MEDICINE HAT","water",1,3
"441","2/23/2007","Equipment Failure","battery","MEDICINE HAT","water",1,1
"442","4/25/2007","Equipment Failure","battery","MEDICINE HAT","oil",1,2
"443","7/4/2008","Equipment Failure","battery","MEDICINE HAT","oil",1,3
"444","6/10/2003","Equipment Failure","pipeline","MEDICINE HAT","water",1,2
"445","2/26/2004","Equipment Failure","pipeline","MEDICINE HAT","oil",1,1
"446","11/29/2005","Equipment Failure","pipeline","MEDICINE HAT","oil",1,4
"447","1/19/2009","Equipment Failure","well","MEDICINE HAT","oil",1,1
"448","2/24/2004","Equipment Failure","battery","MEDICINE HAT","water",1,1
"449","4/1/2005","Operator Error","battery","MEDICINE HAT","water",2,2
"450","12/21/2004","Equipment Failure","pipeline","MEDICINE HAT","water",1,4
"451","10/30/2003","Equipment Failure","battery","MEDICINE HAT","oil",1,4
"452","10/26/2007","Operator Error","battery","MEDICINE HAT","oil",1,4
"453","6/23/2008","Equipment Failure","pipeline","MEDICINE HAT","water",1,2
"454","9/30/2009","Operator Error","battery","MEDICINE HAT","gas",2,3
"455","9/3/2003","Equipment Failure","well","MEDICINE HAT","oil",1,3
"456","2/26/2004","Equipment Failure","pipeline","MEDICINE HAT","oil",1,1
"457","11/17/2007","Equipment Failure","battery","MEDICINE HAT","oil",1,4
"458","10/20/2004","Operator Error","pipeline","MEDICINE HAT","water",1,4
"459","5/6/2006","Equipment Failure","battery","MEDICINE HAT","oil",1,2
"460","4/29/2003","Equipment Failure","battery","MEDICINE HAT","oil",1,2
"461","3/13/2011","Equipment Failure","well","MEDICINE HAT","gas",2,1
"462","8/24/2005","Equipment Failure","battery","MEDICINE HAT","water",2,3
"463","5/17/2008","Equipment Failure","battery","MEDICINE HAT","water",1,2
"464","6/4/2004","Equipment Failure","pipeline","MEDICINE HAT","water",1,2
"465","3/2/2009","Equipment Failure","well","MEDICINE HAT","water",1,1
"466","1/16/2007","Equipment Failure","well","MEDICINE HAT","oil",1,1
"467","10/30/2007","Equipment Failure","pipeline","MEDICINE HAT","oil",1,4
"468","9/25/2003","Equipment Failure","pipeline","MEDICINE HAT","oil",1,3
"469","8/24/2003","Equipment Failure","pipeline","MEDICINE HAT","oil",1,3
"470","4/26/2004","Equipment Failure","pipeline","MEDICINE HAT","water",1,2
"471","9/22/2003","Equipment Failure","pipeline","MEDICINE HAT","oil",1,3
"472","7/18/2004","Equipment Failure","pipeline","MEDICINE HAT","oil",1,3
"473","7/19/2004","Equipment Failure","pipeline","MEDICINE HAT","water",1,3
"474","11/3/2010","Equipment Failure","pipeline","MEDICINE HAT","water",1,4
"475","11/26/2004","Operator Error","well","MEDICINE HAT","oil",1,4
"476","11/11/2006","Equipment Failure","well","MEDICINE HAT","gas",2,4
"477","10/12/2005","Equipment Failure","pipeline","MEDICINE HAT","oil",1,4
"478","7/31/2003","Equipment Failure","pipeline","MEDICINE HAT","water",1,3
"479","8/7/2003","Equipment Failure","pipeline","MEDICINE HAT","water",1,3
"480","2/13/2007","Equipment Failure","well","MEDICINE HAT","oil",1,1
"481","9/17/2010","Equipment Failure","pipeline","MEDICINE HAT","oil",1,3
"482","1/4/2006","Equipment Failure","battery","MIDNAPORE","oil",2,1
"483","1/26/2004","Equipment Failure","battery","MIDNAPORE","gas",2,1
"484","4/16/2008","Equipment Failure","battery","MIDNAPORE","gas",2,2
"485","12/16/2008","Equipment Failure","battery","MIDNAPORE","gas",2,4
"486","2/21/2012","Equipment Failure","battery","MIDNAPORE","gas",2,1
"487","5/28/2003","Equipment Failure","well","MIDNAPORE","oil",1,2
"488","2/27/2006","Equipment Failure","well","MIDNAPORE","oil",1,1
"489","12/23/2007","Equipment Failure","well","MIDNAPORE","oil",1,4
"490","4/30/2009","Equipment Failure","battery","MIDNAPORE","water",2,2
"491","10/2/2011","Equipment Failure","battery","MIDNAPORE","water",1,4
"492","11/5/2011","Equipment Failure","battery","MIDNAPORE","gas",2,4
"493","12/1/2011","Equipment Failure","well","MIDNAPORE","gas",2,4
"494","1/15/2010","Equipment Failure","well","MIDNAPORE","oil",1,1
"495","4/18/2007","Equipment Failure","well","MIDNAPORE","gas",2,2
"496","8/23/2005","Equipment Failure","battery","MIDNAPORE","water",2,3
"497","3/6/2007","Equipment Failure","pipeline","MIDNAPORE","gas",2,1
"498","9/7/2004","Equipment Failure","pipeline","MIDNAPORE","water",1,3
"499","11/13/2003","Equipment Failure","battery","MIDNAPORE","oil",2,4
"500","11/18/2003","Operator Error","battery","MIDNAPORE","water",1,4
"501","4/23/2004","Equipment Failure","battery","MIDNAPORE","oil",1,2
"502","10/7/2009","Equipment Failure","battery","MIDNAPORE","water",2,4
"503","7/12/2011","Operator Error","battery","MIDNAPORE","oil",1,3
"504","1/19/2009","Equipment Failure","battery","MIDNAPORE","oil",1,1
"505","7/15/2009","Equipment Failure","pipeline","MIDNAPORE","gas",2,3
"506","9/12/2005","Equipment Failure","battery","MIDNAPORE","oil",1,3
"507","1/9/2007","Operator Error","well","MIDNAPORE","water",2,1
"508","2/18/2011","Equipment Failure","well","MEDICINE HAT","gas",2,1
"509","10/5/2005","Equipment Failure","pipeline","MIDNAPORE","gas",2,4
"510","4/17/2006","Equipment Failure","pipeline","MIDNAPORE","water",1,2
"511","3/15/2005","Equipment Failure","pipeline","MIDNAPORE","water",1,1
"512","12/3/2004","Operator Error","well","MIDNAPORE","gas",2,4
"513","11/11/2010","Operator Error","well","MIDNAPORE","oil",1,4
"514","2/16/2006","Equipment Failure","well","MIDNAPORE","gas",2,1
"515","6/6/2006","Equipment Failure","well","MIDNAPORE","oil",1,2
"516","9/22/2005","Operator Error","well","MIDNAPORE","oil",1,3
"517","11/8/2005","Equipment Failure","pipeline","MEDICINE HAT","gas",2,4
"518","3/8/2008","Equipment Failure","pipeline","MEDICINE HAT","gas",2,1
"519","3/16/2007","Equipment Failure","pipeline","MEDICINE HAT","gas",2,1
"520","10/10/2008","Equipment Failure","pipeline","MEDICINE HAT","gas",2,4
"521","3/16/2007","Equipment Failure","pipeline","MEDICINE HAT","gas",2,1
"522","3/15/2007","Equipment Failure","pipeline","MEDICINE HAT","gas",2,1
"523","11/3/2004","Equipment Failure","pipeline","MEDICINE HAT","gas",2,4
"524","10/20/2005","Equipment Failure","pipeline","MEDICINE HAT","gas",2,4
"525","5/10/2012","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"526","10/10/2008","Equipment Failure","pipeline","MEDICINE HAT","gas",2,4
"527","5/7/2010","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"528","3/8/2008","Equipment Failure","pipeline","MEDICINE HAT","gas",2,1
"529","4/24/2011","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"530","4/14/2004","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"531","7/2/2009","Equipment Failure","pipeline","MEDICINE HAT","gas",2,3
"532","10/19/2009","Equipment Failure","pipeline","MEDICINE HAT","gas",2,4
"533","1/26/2010","Operator Error","well","MEDICINE HAT","water",1,1
"534","11/20/2006","Equipment Failure","pipeline","MEDICINE HAT","oil",1,4
"535","12/10/2006","Equipment Failure","well","MEDICINE HAT","water",2,4
"536","12/15/2005","Equipment Failure","pipeline","MEDICINE HAT","oil",1,4
"537","7/11/2006","Equipment Failure","well","MEDICINE HAT","oil",1,3
"538","3/1/2011","Operator Error","battery","MEDICINE HAT","oil",1,1
"539","5/17/2006","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"540","4/19/2008","Equipment Failure","pipeline","MEDICINE HAT","water",1,2
"541","11/23/2005","Equipment Failure","pipeline","MEDICINE HAT","water",1,4
"542","4/19/2008","Equipment Failure","pipeline","MEDICINE HAT","water",1,2
"543","8/29/2008","Equipment Failure","well","MEDICINE HAT","oil",1,3
"544","2/23/2006","Equipment Failure","pipeline","MEDICINE HAT","oil",1,1
"545","5/21/2012","Equipment Failure","battery","MEDICINE HAT","oil",1,2
"546","5/12/2006","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"547","6/22/2009","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"548","5/11/2011","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"549","6/8/2006","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"550","8/27/2005","Equipment Failure","pipeline","MEDICINE HAT","gas",2,3
"551","11/10/2004","Equipment Failure","pipeline","MEDICINE HAT","gas",2,4
"552","8/27/2005","Equipment Failure","pipeline","MEDICINE HAT","gas",2,3
"553","1/30/2006","Equipment Failure","pipeline","MEDICINE HAT","gas",2,1
"554","1/30/2006","Equipment Failure","pipeline","MEDICINE HAT","gas",2,1
"555","10/31/2007","Equipment Failure","pipeline","MEDICINE HAT","gas",2,4
"556","4/6/2004","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"557","4/6/2004","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"558","6/8/2006","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"559","5/17/2007","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"560","5/20/2010","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"561","5/21/2012","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"562","9/28/2012","Equipment Failure","pipeline","MEDICINE HAT","water",1,3
"563","2/9/2006","Equipment Failure","pipeline","MEDICINE HAT","gas",2,1
"564","2/9/2006","Equipment Failure","pipeline","MEDICINE HAT","gas",2,1
"565","6/8/2012","Equipment Failure","pipeline","MEDICINE HAT","gas",2,2
"566","11/9/2010","Equipment Failure","pipeline","MEDICINE HAT","gas",2,4
"567","1/23/2006","Equipment Failure","pipeline","MEDICINE HAT","gas",2,1
"568","1/23/2006","Equipment Failure","pipeline","MEDICINE HAT","gas",2,1
"569","1/23/2006","Equipment Failure","pipeline","MEDICINE HAT","gas",2,1
"570","6/16/2011","Operator Error","battery","MEDICINE HAT","oil",1,2
"571","5/22/2004","Equipment Failure","pipeline","MEDICINE HAT","water",1,2
"572","2/6/2012","Equipment Failure","battery","MEDICINE HAT","water",2,1
"573","9/13/2004","Equipment Failure","battery","MEDICINE HAT","oil",1,3
"574","5/18/2011","Equipment Failure","battery","MEDICINE HAT","water",1,2
"575","3/7/2005","Equipment Failure","pipeline","MEDICINE HAT","oil",1,1
"576","12/14/2008","Equipment Failure","pipeline","MEDICINE HAT","water",1,4
"577","3/25/2008","Equipment Failure","pipeline","MEDICINE HAT","water",1,1
"578","2/5/2004","Equipment Failure","pipeline","MEDICINE HAT","water",1,1
"579","1/16/2006","Equipment Failure","well","MEDICINE HAT","water",1,1
"580","5/6/2005","Equipment Failure","well","MEDICINE HAT","oil",1,2
"581","2/26/2003","Equipment Failure","battery","MEDICINE HAT","water",2,1
"582","12/16/2008","Equipment Failure","battery","MEDICINE HAT","oil",2,4
"583","5/12/2011","Equipment Failure","battery","MEDICINE HAT","water",1,2
"584","10/8/2003","Equipment Failure","well","MEDICINE HAT","oil",1,4
"585","4/15/2006","Equipment Failure","well","MEDICINE HAT","water",1,2
"586","7/30/2004","Equipment Failure","pipeline","MEDICINE HAT","water",1,3
"587","11/11/2011","Equipment Failure","well","MEDICINE HAT","oil",2,4
"588","2/10/2012","Equipment Failure","well","MEDICINE HAT","water",1,1
"589","1/25/2004","Equipment Failure","battery","MEDICINE HAT","oil",1,1
"590","11/29/2004","Equipment Failure","battery","MEDICINE HAT","water",2,4
"591","4/16/2007","Equipment Failure","battery","MEDICINE HAT","water",2,2
"592","6/25/2009","Equipment Failure","battery","MEDICINE HAT","water",2,2
"593","12/6/2006","Equipment Failure","pipeline","MEDICINE HAT","oil",1,4
"594","6/23/2012","Equipment Failure","pipeline","MEDICINE HAT","water",2,2
"595","5/2/2007","Equipment Failure","well","MEDICINE HAT","oil",1,2
"596","2/16/2004","Equipment Failure","well","MEDICINE HAT","oil",1,1
"597","9/2/2004","Equipment Failure","pipeline","MEDICINE HAT","oil",1,3
"598","8/24/2011","Equipment Failure","pipeline","MEDICINE HAT","water",1,3
"599","2/9/2005","Equipment Failure","pipeline","MEDICINE HAT","oil",1,1
"600","9/10/2004","Equipment Failure","pipeline","MEDICINE HAT","oil",1,3
"601","8/31/2004","Equipment Failure","pipeline","MEDICINE HAT","oil",1,3
"602","3/15/2005","Equipment Failure","pipeline","MEDICINE HAT","water",1,1
"603","8/28/2004","Equipment Failure","pipeline","MEDICINE HAT","water",1,3
"604","10/12/2004","Equipment Failure","pipeline","MEDICINE HAT","oil",1,4
"605","11/21/2005","Equipment Failure","battery","MEDICINE HAT","water",1,4
"606","11/29/2005","Equipment Failure","well","MEDICINE HAT","water",1,4
"607","12/7/2005","Equipment Failure","battery","MEDICINE HAT","water",2,4
"608","11/14/2006","Equipment Failure","battery","MEDICINE HAT","gas",2,4
"609","12/13/2011","Equipment Failure","battery","MEDICINE HAT","oil",1,4
"610","4/9/2011","Equipment Failure","pipeline","MEDICINE HAT","oil",1,2
"611","2/4/2008","Equipment Failure","well","MEDICINE HAT","oil",1,1
"612","4/24/2008","Equipment Failure","pipeline","MEDICINE HAT","water",1,2
"613","7/17/2005","Equipment Failure","well","MEDICINE HAT","water",1,3
"614","11/18/2004","Equipment Failure","pipeline","MEDICINE HAT","water",1,4
"615","6/4/2004","Equipment Failure","battery","MEDICINE HAT","water",2,2
"616","2/14/2005","Equipment Failure","pipeline","MEDICINE HAT","oil",1,1
"617","10/14/2008","Equipment Failure","battery","MEDICINE HAT","water",2,4
